station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
PAFA,2020-06-18 18:53,68.00,44.00,42.04,170.00,5.00,0.00,29.79,1008.90,10.00,M,FEW,SCT,SCT,M,6000.00,10000.00,15000.00,M,M,M,M,M,M,M,M,68.00,PAFA 181853Z 17005KT 10SM FEW060 SCT100 SCT150 20/07 A2979 RMK AO2 SLP089 ACSL N-E-SE T02000067,M
PAFA,2020-06-18 19:53,71.00,44.00,37.81,0.00,0.00,0.00,29.77,1008.40,10.00,M,FEW,SCT,BKN,M,7000.00,13000.00,18000.00,M,M,M,M,M,M,M,M,71.10,PAFA 181953Z 00000KT 10SM FEW070 SCT130 BKN180 22/07 A2977 RMK AO2 SLP084 ACSL NE-SE T02170067,M
PAFA,2020-06-18 20:53,72.00,43.00,35.16,0.00,0.00,0.00,29.75,1007.80,10.00,M,FEW,SCT,BKN,M,3500.00,13000.00,18000.00,M,M,M,M,M,M,M,M,72.00,PAFA 182053Z 00000KT 10SM FEW035 SCT130 BKN180 22/06 A2975 RMK AO2 SLP078 ACSL NE-SE T02220061 58014,M
PAFA,2020-06-18 21:53,73.00,44.00,35.46,140.00,5.00,0.00,29.73,1007.10,10.00,M,FEW,SCT,BKN,M,3500.00,9000.00,18000.00,M,M,M,M,M,M,M,M,73.00,PAFA 182153Z 14005KT 10SM FEW035 SCT090 BKN180 23/07 A2973 RMK AO2 SLP071 ACSL ALQDS T02280067,M
PAFA,2020-06-18 22:53,73.00,42.00,32.84,230.00,3.00,0.00,29.71,1006.40,10.00,M,SCT,BKN,BKN,M,3500.00,10000.00,18000.00,M,M,M,M,M,M,M,M,73.00,PAFA 182253Z 23003KT 10SM SCT035 BKN100 BKN180 23/06 A2971 RMK AO2 SLP064 VIRGA ACSL NE-SE T02280056,M
PAFA,2020-06-18 23:53,75.00,44.00,33.16,M,3.00,0.00,29.69,1005.70,10.00,M,SCT,BKN,BKN,M,3500.00,10000.00,18000.00,M,M,M,M,M,M,M,M,75.00,PAFA 182353Z VRB03KT 10SM SCT035 BKN100 BKN180 24/07 A2969 RMK AO2 SLP057 SH DSNT SE ACSL NE-SE T02390067 10239 20189 56020,M
PAFA,2020-06-19 00:53,75.00,40.00,28.20,140.00,7.00,0.00,29.67,1005.00,10.00,M,SCT,BKN,BKN,M,3500.00,10000.00,18000.00,M,M,M,M,M,M,M,M,75.00,PAFA 190053Z 14007KT 10SM SCT035 BKN100 BKN180 24/04 A2967 RMK AO2 SLP050 CB DSNT S ACSL NE-SE T02390044,M
PAFA,2020-06-19 01:53,75.00,42.00,30.71,0.00,0.00,0.00,29.65,1004.30,10.00,M,SCT,BKN,BKN,M,3500.00,10000.00,18000.00,M,M,M,M,M,M,M,M,75.00,PAFA 190153Z 00000KT 10SM SCT035 BKN100 BKN180 24/06 A2965 RMK AO2 SLP043 T02390056,M
PAFA,2020-06-19 02:53,74.00,44.00,34.40,240.00,6.00,0.00,29.63,1003.60,10.00,M,SCT,BKN,BKN,M,7000.00,12000.00,20000.00,M,M,M,M,M,M,M,M,73.90,PAFA 190253Z 24006KT 10SM SCT070 BKN120 BKN200 23/07 A2963 RMK AO2 SLP036 T02330067 56021,M
PAFA,2020-06-19 03:53,73.00,45.00,36.70,210.00,5.00,0.00,29.61,1003.00,10.00,M,FEW,BKN,BKN,M,7500.00,10000.00,20000.00,M,M,M,M,M,M,M,M,73.00,PAFA 190353Z 21005KT 10SM FEW075 BKN100 BKN200 23/07 A2961 RMK AO2 SLP030 ACSL S-SW T02280072,M
PAFA,2020-06-19 04:53,72.00,45.00,37.96,220.00,3.00,0.00,29.59,1002.40,10.00,M,FEW,BKN,BKN,M,7500.00,9000.00,20000.00,M,M,M,M,M,M,M,M,72.00,PAFA 190453Z 22003KT 10SM FEW075 BKN090 BKN200 22/07 A2959 RMK AO2 SLP024 T02220072,M
PAFA,2020-06-19 05:53,72.00,45.00,37.96,280.00,6.00,0.00,29.60,1002.40,10.00,M,SCT,BKN,BKN,M,7000.00,8000.00,9500.00,M,M,M,M,M,M,M,M,72.00,PAFA 190553Z 28006KT 10SM SCT070 BKN080 BKN095 22/07 A2960 RMK AO2 SLP024 PRSNT WX VCSH N-SE T02220072 10250 20217 55011,M
PAFA,2020-06-19 06:53,61.00,52.00,72.22,120.00,7.00,T,29.64,1004.00,10.00,M,SCT,BKN,BKN,M,5500.00,7500.00,9500.00,M,-RA,M,M,M,M,M,M,61.00,PAFA 190653Z 12007KT 10SM -RA SCT055 BKN075 BKN095 16/11 A2964 RMK AO2 RAB04 PRESRR SLP040 P0000 T01610111,M
PAFA,2020-06-19 07:53,59.00,54.00,83.46,70.00,6.00,0.02,29.66,1004.60,6.00,M,BKN,OVC,M,M,7500.00,9000.00,M,M,-RA BR,M,M,M,M,M,M,59.00,PAFA 190753Z 07006KT 6SM -RA BR BKN075 OVC090 15/12 A2966 RMK AO2 SLP046 P0002 T01500122,M
PAFA,2020-06-19 08:53,59.00,54.00,83.46,300.00,3.00,0.05,29.64,1004.10,10.00,M,OVC,M,M,M,8000.00,M,M,M,-RA,M,M,M,M,M,M,59.00,PAFA 190853Z 30003KT 10SM -RA OVC080 15/12 A2964 RMK AO2 SLP041 P0005 60007 T01500122 402500139 50016,M
PAFA,2020-06-19 09:53,59.00,54.00,83.46,0.00,0.00,0.02,29.64,1003.80,10.00,M,OVC,M,M,M,8000.00,M,M,M,-RA,M,M,M,M,M,M,59.00,PAFA 190953Z 00000KT 10SM -RA OVC080 15/12 A2964 RMK AO2 SLP038 P0002 T01500122,M
PAFA,2020-06-19 10:53,57.00,55.00,93.01,0.00,0.00,T,29.63,1003.50,10.00,M,FEW,BKN,OVC,M,1100.00,11000.00,16000.00,M,M,M,M,M,M,M,M,57.00,PAFA 191053Z 00000KT 10SM FEW011 BKN110 OVC160 14/13 A2963 RMK AO2 RAE24 SLP035 P0000 T01390128,M
PAFA,2020-06-19 11:53,57.00,55.00,93.01,0.00,0.00,0.00,29.61,1003.10,10.00,M,FEW,BKN,OVC,M,1100.00,9000.00,16000.00,M,M,M,M,M,M,M,M,57.00,PAFA 191153Z 00000KT 10SM FEW011 BKN090 OVC160 14/13 A2961 RMK AO2 SLP031 60009 70009 T01390128 10222 20139 58010,M
PAFA,2020-06-19 12:53,57.00,54.00,89.68,0.00,0.00,0.00,29.62,1003.20,10.00,M,FEW,BKN,OVC,M,1100.00,9000.00,13000.00,M,M,M,M,M,M,M,M,57.00,PAFA 191253Z 00000KT 10SM FEW011 BKN090 OVC130 14/12 A2962 RMK AO2 SLP032 T01390122,M
PAFA,2020-06-19 13:53,57.00,55.00,93.01,0.00,0.00,T,29.61,1002.90,10.00,M,SCT,OVC,M,M,6500.00,8000.00,M,M,-RA,M,M,M,M,M,M,57.00,PAFA 191353Z 00000KT 10SM -RA SCT065 OVC080 14/13 A2961 RMK AO2 RAB40 SLP029 P0000 T01390128,M
PAFA,2020-06-19 14:53,57.00,55.00,93.01,0.00,0.00,T,29.60,1002.70,5.00,M,SCT,BKN,OVC,M,400.00,6500.00,8000.00,M,-RA BR,M,M,M,M,M,M,57.00,PAFA 191453Z 00000KT 5SM -RA BR SCT004 BKN065 OVC080 14/13 A2960 RMK AO2 SLP027 P0000 60000 T01390128 58003,M
PAFA,2020-06-19 15:53,58.00,54.00,86.82,180.00,3.00,T,29.60,1002.60,4.00,M,SCT,BKN,OVC,M,400.00,2800.00,4500.00,M,-RA BR,M,M,M,M,M,M,57.90,PAFA 191553Z 18003KT 4SM -RA BR SCT004 BKN028 OVC045 14/12 A2960 RMK AO2 RAE05B23 SLP026 P0000 T01440122 $,M
PAFA,2020-06-19 16:53,58.00,55.00,90.04,210.00,5.00,0.02,29.60,1002.50,5.00,M,SCT,BKN,OVC,M,600.00,3000.00,4500.00,M,-RA BR,M,M,M,M,M,M,57.90,PAFA 191653Z 21005KT 5SM -RA BR SCT006 BKN030 OVC045 14/13 A2960 RMK AO2 SLP025 VIS W 2 P0002 T01440128 $,M
PAFA,2020-06-19 17:53,58.00,54.00,86.82,210.00,5.00,T,29.59,1002.20,5.00,M,SCT,BKN,OVC,M,1200.00,2600.00,5000.00,M,-RA BR,M,M,M,M,M,M,57.90,PAFA 191753Z 21005KT 5SM -RA BR SCT012 BKN026 OVC050 14/12 A2959 RMK AO2 RAE33B46 SLP022 P0000 60002 T01440122 10144 20139 58005,M
PAFA,2020-06-19 18:53,57.00,54.00,89.68,210.00,4.00,0.01,29.59,1002.20,6.00,M,SCT,BKN,OVC,M,1200.00,2200.00,5000.00,M,-RA BR,M,M,M,M,M,M,57.00,PAFA 191853Z 21004KT 6SM -RA BR SCT012 BKN022 OVC050 14/12 A2959 RMK AO2 SLP022 P0001 T01390122,M
PAFA,2020-06-19 19:53,57.00,54.00,89.68,240.00,7.00,0.02,29.59,1002.20,4.00,M,SCT,BKN,OVC,M,1100.00,2200.00,5000.00,M,-RA BR,M,M,M,M,M,M,57.00,PAFA 191953Z 24007KT 4SM -RA BR SCT011 BKN022 OVC050 14/12 A2959 RMK AO2 SLP022 P0002 T01390122,M
PAFA,2020-06-19 20:53,56.00,54.00,93.32,M,6.00,0.02,29.59,1002.20,5.00,M,SCT,BKN,OVC,M,700.00,2000.00,4500.00,M,-RA BR,M,M,M,M,M,M,55.90,PAFA 192053Z VRB06KT 5SM -RA BR SCT007 BKN020 OVC045 13/12 A2959 RMK AO2 SLP022 P0002 60005 T01330122 56002,M
PAFA,2020-06-19 21:53,56.00,53.00,90.29,210.00,6.00,0.17,29.59,1002.20,2.00,M,SCT,BKN,OVC,M,700.00,1700.00,2800.00,M,RA BR,M,M,M,M,M,M,55.90,PAFA 192153Z 21006KT 2SM RA BR SCT007 BKN017 OVC028 13/12 A2959 RMK AO2 SLP022 P0017 T01330117,M
PAFA,2020-06-19 22:53,56.00,53.00,90.29,M,6.00,0.07,29.59,1002.50,4.00,M,SCT,BKN,OVC,M,700.00,2300.00,3400.00,M,-RA BR,M,M,M,M,M,M,55.90,PAFA 192253Z VRB06KT 4SM -RA BR SCT007 BKN023 OVC034 13/12 A2959 RMK AO2 SLP025 P0007 T01330117,M
PAFA,2020-06-19 23:53,57.00,54.00,89.68,200.00,7.00,0.13,29.60,1002.60,6.00,M,SCT,BKN,OVC,M,700.00,2600.00,5000.00,M,-RA BR,M,M,M,M,M,M,57.00,PAFA 192353Z 20007KT 6SM -RA BR SCT007 BKN026 OVC050 14/12 A2960 RMK AO2 SLP026 P0013 60042 T01390122 10144 20133 53004,M
PAFA,2020-06-20 00:53,58.00,54.00,86.82,M,5.00,T,29.59,1002.40,10.00,M,FEW,SCT,OVC,M,1500.00,5000.00,9000.00,M,-RA,M,M,M,M,M,M,57.90,PAFA 200053Z VRB05KT 10SM -RA FEW015 SCT050 OVC090 14/12 A2959 RMK AO2 SLP024 P0000 T01440122,M
PAFA,2020-06-20 01:53,59.00,54.00,83.46,220.00,4.00,0.01,29.58,1002.10,10.00,M,FEW,SCT,BKN,M,1500.00,6500.00,9000.00,M,-RA,M,M,M,M,M,M,59.00,PAFA 200153Z 22004KT 10SM -RA FEW015 SCT065 BKN090 15/12 A2958 RMK AO2 SLP021 P0001 T01500122,M
PAFA,2020-06-20 02:53,60.00,53.00,77.65,170.00,4.00,T,29.58,1002.10,10.00,M,FEW,BKN,BKN,BKN,1500.00,7500.00,13000.00,20000.00,M,M,M,M,M,M,M,60.10,PAFA 200253Z 17004KT 10SM FEW015 BKN075 BKN130 BKN200 16/12 A2958 RMK AO2 RAE17 SLP021 P0000 60001 T01560117 55005,M
PAFA,2020-06-20 03:53,60.00,50.00,69.24,0.00,0.00,0.00,29.58,1002.10,10.00,M,FEW,SCT,SCT,BKN,1500.00,7500.00,13000.00,20000.00,M,M,M,M,M,M,M,60.10,PAFA 200353Z 00000KT 10SM FEW015 SCT075 SCT130 BKN200 16/10 A2958 RMK AO2 SLP021 T01560100,M
PAFA,2020-06-20 04:53,63.00,50.00,62.49,0.00,0.00,0.00,29.58,1002.00,10.00,M,FEW,FEW,SCT,BKN,2000.00,5000.00,10000.00,15000.00,M,M,M,M,M,M,M,63.00,PAFA 200453Z 00000KT 10SM FEW020 FEW050 SCT100 BKN150 17/10 A2958 RMK AO2 SLP020 T01720100,M
PAFA,2020-06-20 05:53,58.00,51.00,78.03,360.00,4.00,0.00,29.58,1002.00,10.00,M,FEW,FEW,SCT,SCT,5000.00,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,57.90,PAFA 200553Z 36004KT 10SM FEW050 FEW100 SCT150 SCT200 14/11 A2958 RMK AO2 SLP020 60001 T01440106 10172 20139 57001,M
PAFA,2020-06-20 06:53,58.00,52.00,80.67,20.00,5.00,0.00,29.58,1001.90,10.00,M,FEW,FEW,SCT,SCT,5000.00,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,57.90,PAFA 200653Z 02005KT 10SM FEW050 FEW100 SCT150 SCT200 14/11 A2958 RMK AO2 SLP019 T01440111,M
PAFA,2020-06-20 07:53,55.00,51.00,86.66,350.00,3.00,0.00,29.58,1002.20,10.00,M,FEW,SCT,BKN,M,7000.00,10000.00,20000.00,M,M,M,M,M,M,M,M,55.00,PAFA 200753Z 35003KT 10SM FEW070 SCT100 BKN200 13/11 A2958 RMK AO2 SLP022 T01280106,M
PAFA,2020-06-20 08:53,54.00,50.00,86.29,360.00,3.00,0.00,29.59,1002.50,10.00,M,SCT,BKN,BKN,M,7000.00,12000.00,20000.00,M,M,M,M,M,M,M,M,54.00,PAFA 200853Z 36003KT 10SM SCT070 BKN120 BKN200 12/10 A2959 RMK AO2 SLP025 T01220100 401720122 53004,M
PAFA,2020-06-20 09:53,53.00,49.00,85.59,10.00,3.00,0.00,29.59,1002.60,10.00,M,FEW,SCT,BKN,BKN,2000.00,6500.00,12000.00,20000.00,M,M,M,M,M,M,M,53.10,PAFA 200953Z 01003KT 10SM FEW020 SCT065 BKN120 BKN200 12/09 A2959 RMK AO2 SLP026 T01170094,M
PAFA,2020-06-20 10:53,52.00,48.00,86.17,360.00,4.00,0.00,29.60,1002.60,10.00,M,SCT,BKN,BKN,M,6500.00,9000.00,15000.00,M,M,M,M,M,M,M,M,52.00,PAFA 201053Z 36004KT 10SM SCT065 BKN090 BKN150 11/09 A2960 RMK AO2 SLP026 T01110089,M
PAFA,2020-06-20 11:53,52.00,49.00,89.13,350.00,4.00,0.00,29.60,1002.80,10.00,M,SCT,BKN,BKN,M,6000.00,9000.00,15000.00,M,M,M,M,M,M,M,M,52.00,PAFA 201153Z 35004KT 10SM SCT060 BKN090 BKN150 11/09 A2960 RMK AO2 SLP028 70045 T01110094 10150 20111 53003,M
PAFA,2020-06-20 12:53,53.00,48.00,82.76,360.00,4.00,0.00,29.60,1002.80,10.00,M,FEW,SCT,BKN,M,4000.00,8000.00,15000.00,M,VCFG,M,M,M,M,M,M,53.10,PAFA 201253Z 36004KT 10SM VCFG FEW040 SCT080 BKN150 12/09 A2960 RMK AO2 SLP028 VCFG SE-S T01170089,M
PAFA,2020-06-20 13:53,56.00,50.00,80.52,340.00,3.00,0.00,29.60,1002.80,10.00,M,FEW,BKN,BKN,M,5000.00,9000.00,15000.00,M,M,M,M,M,M,M,M,55.90,PAFA 201353Z 34003KT 10SM FEW050 BKN090 BKN150 13/10 A2960 RMK AO2 SLP028 ACSL SE T01330100,M
PAFA,2020-06-20 14:53,57.00,49.00,74.27,330.00,3.00,0.00,29.61,1002.90,10.00,M,FEW,BKN,BKN,M,5000.00,10000.00,15000.00,M,M,M,M,M,M,M,M,57.00,PAFA 201453Z 33003KT 10SM FEW050 BKN100 BKN150 14/09 A2961 RMK AO2 SLP029 T01390094 53002,M
PAFA,2020-06-20 15:53,60.00,49.00,66.46,0.00,0.00,0.00,29.60,1002.80,10.00,M,FEW,SCT,BKN,BKN,5000.00,7500.00,12000.00,20000.00,M,M,M,M,M,M,M,60.10,PAFA 201553Z 00000KT 10SM FEW050 SCT075 BKN120 BKN200 16/09 A2960 RMK AO2 SLP028 T01560094,M
PAFA,2020-06-20 16:53,61.00,50.00,67.06,300.00,4.00,0.00,29.60,1002.80,10.00,M,FEW,SCT,SCT,BKN,5000.00,7500.00,12000.00,20000.00,M,M,M,M,M,M,M,61.00,PAFA 201653Z 30004KT 10SM FEW050 SCT075 SCT120 BKN200 16/10 A2960 RMK AO2 SLP028 T01610100,M
PAFA,2020-06-20 17:53,63.00,50.00,62.49,340.00,8.00,0.00,29.59,1002.40,10.00,M,FEW,SCT,BKN,M,7500.00,15000.00,20000.00,M,M,M,M,M,M,M,M,63.00,PAFA 201753Z 34008KT 10SM FEW075 SCT150 BKN200 17/10 A2959 RMK AO2 SLP024 T01720100 10172 20111 58005,M
PAFA,2020-06-20 18:53,65.00,51.00,60.90,350.00,8.00,0.00,29.59,1002.30,10.00,M,FEW,SCT,BKN,M,7500.00,14000.00,20000.00,M,M,M,M,M,M,M,M,64.90,PAFA 201853Z 35008KT 10SM FEW075 SCT140 BKN200 18/11 A2959 RMK AO2 SLP023 T01830106,M
PAFA,2020-06-20 19:53,69.00,51.00,52.67,350.00,5.00,0.00,29.59,1002.20,10.00,M,FEW,SCT,BKN,M,6000.00,14000.00,20000.00,M,M,M,M,M,M,M,M,69.10,PAFA 201953Z 35005KT 10SM FEW060 SCT140 BKN200 21/11 A2959 RMK AO2 SLP022 T02060106,M
PAFA,2020-06-20 20:53,71.00,51.00,49.20,M,5.00,0.00,29.58,1001.90,10.00,M,FEW,SCT,BKN,M,6500.00,14000.00,20000.00,M,M,M,M,M,M,M,M,71.10,PAFA 202053Z VRB05KT 10SM FEW065 SCT140 BKN200 22/11 A2958 RMK AO2 SLP019 T02170106 58004,M
PAFA,2020-06-20 21:53,74.00,52.00,46.27,290.00,6.00,0.00,29.56,1001.40,10.00,M,FEW,SCT,SCT,BKN,7000.00,10000.00,15000.00,20000.00,M,M,M,M,M,M,M,73.90,PAFA 202153Z 29006KT 10SM FEW070 SCT100 SCT150 BKN200 23/11 A2956 RMK AO2 SLP014 T02330111,M
PAFA,2020-06-20 22:53,67.00,51.00,56.82,50.00,13.00,T,29.57,1001.70,10.00,18.00,BKN,BKN,OVC,M,5500.00,9000.00,14000.00,M,-TSRA,M,M,M,M,M,M,66.90,PAFA 202253Z 05013G18KT 10SM -TSRA BKN055CB BKN090 OVC140 19/11 A2957 RMK AO2 RAB49 TSB40 SLP017 OCNL LTGIC N TS N MOV W P0000 T01940106,M
PAFA,2020-06-20 23:53,62.00,57.00,83.36,310.00,6.00,0.20,29.58,1002.10,7.00,M,FEW,BKN,OVC,M,4200.00,5000.00,8500.00,M,-RA,M,M,M,26.00,30.00,2020-06-20 23:00,62.10,PAFA 202353Z 31006KT 7SM -RA FEW042 BKN050CB OVC085 17/14 A2958 RMK AO2 PK WND 03026/2300 WSHFT 2246 TSE17 SLP021 CB SW-NW MOV W P0020 60020 T01670139 10233 20156 53000 $,M
PAFA,2020-06-21 00:53,64.00,56.00,74.93,360.00,6.00,T,29.58,1002.20,10.00,M,SCT,BKN,OVC,M,6000.00,8000.00,11000.00,M,M,M,M,M,M,M,M,64.00,PAFA 210053Z 36006KT 10SM SCT060CB BKN080 OVC110 18/13 A2958 RMK AO2 RAE13 SLP022 OCNL LTGCG E-SE SW-NW CB E-SE SW-NW SH E-SE SW-NW P0000 T01780133 $,M
PAFA,2020-06-21 01:53,65.00,54.00,67.76,90.00,3.00,0.01,29.60,1002.70,10.00,M,FEW,BKN,OVC,M,1500.00,4900.00,8500.00,M,M,M,M,M,M,M,M,64.90,PAFA 210153Z 09003KT 10SM FEW015 BKN049CB OVC085 18/12 A2960 RMK AO2 SLP027 OCNL LTGCG N-E SW-NW CB N-E SW-NW SH N-E SW-NW P0001 T01830122 $,M
PAFA,2020-06-21 02:53,60.00,60.00,100.00,0.00,0.00,0.27,29.61,1003.00,10.00,M,FEW,BKN,OVC,M,1500.00,3500.00,8500.00,M,-RA,M,M,M,M,M,M,60.10,PAFA 210253Z 00000KT 10SM -RA FEW015 BKN035CB OVC085 16/16 A2961 RMK AO2 RAB11 TSB11E44 SLP030 CB DSNT S-W NW-N MOV W P0027 60028 T01560156 53010 $,M
PAFA,2020-06-21 03:53,61.00,57.00,86.67,40.00,5.00,0.02,29.61,1003.00,10.00,M,FEW,BKN,OVC,M,1200.00,8000.00,9500.00,M,-RA,M,M,M,M,M,M,61.00,PAFA 210353Z 04005KT 10SM -RA FEW012 BKN080 OVC095 16/14 A2961 RMK AO2 SLP030 CB MOVD W P0002 T01610139 $,M
PAFA,2020-06-21 04:53,61.00,57.00,86.67,0.00,0.00,0.01,29.61,1002.90,10.00,M,FEW,BKN,BKN,OVC,1000.00,7500.00,9000.00,15000.00,M,M,M,M,M,M,M,61.00,PAFA 210453Z 00000KT 10SM FEW010 BKN075 BKN090 OVC150 16/14 A2961 RMK AO2 RAE35 SLP029 P0001 T01610139 $,M
PAFA,2020-06-21 05:53,61.00,57.00,86.67,0.00,0.00,T,29.61,1003.00,10.00,M,FEW,BKN,OVC,M,1000.00,9000.00,15000.00,M,-RA,M,M,M,M,M,M,61.00,PAFA 210553Z 00000KT 10SM -RA FEW010 BKN090 OVC150 16/14 A2961 RMK AO2 RAB11E22B38 SLP030 PCPN VRY LGT P0000 60031 T01610139 10189 20150 55000 $,M
PAFA,2020-06-21 06:53,60.00,57.00,89.48,210.00,3.00,T,29.62,1003.40,7.00,M,FEW,BKN,OVC,M,600.00,4500.00,6500.00,M,-RA,M,M,M,M,M,M,60.10,PAFA 210653Z 21003KT 7SM -RA FEW006 BKN045 OVC065 16/14 A2962 RMK AO2 SLP034 P0000 T01560139 $,M
PAFA,2020-06-21 07:53,60.00,57.00,89.48,0.00,0.00,0.02,29.63,1003.60,8.00,M,SCT,BKN,OVC,M,4000.00,5000.00,7000.00,M,-RA,M,M,M,M,M,M,60.10,PAFA 210753Z 00000KT 8SM -RA SCT040 BKN050 OVC070 16/14 A2963 RMK AO2 SLP036 P0002 T01560139 $,M
PAFA,2020-06-21 08:53,59.00,56.00,89.44,0.00,0.00,0.01,29.63,1003.70,9.00,M,FEW,BKN,OVC,M,2000.00,4800.00,8500.00,M,-RA,M,M,M,M,M,M,59.00,PAFA 210853Z 00000KT 9SM -RA FEW020 BKN048 OVC085 15/13 A2963 RMK AO2 SLP037 P0001 60003 T01500133 402330111 51007 $,M
PAFA,2020-06-21 09:53,59.00,56.00,89.44,0.00,0.00,0.05,29.63,1003.80,7.00,M,SCT,BKN,OVC,M,2000.00,4000.00,6000.00,M,-RA,M,M,M,M,M,M,59.00,PAFA 210953Z 00000KT 7SM -RA SCT020 BKN040CB OVC060 15/13 A2963 RMK AO2 SLP038 CB SE MOV W P0005 T01500133 $,M
PAFA,2020-06-21 10:53,58.00,56.00,93.04,0.00,0.00,0.02,29.64,1003.80,9.00,M,SCT,SCT,OVC,M,3500.00,5000.00,9000.00,M,-RA,M,M,M,M,M,M,57.90,PAFA 211053Z 00000KT 9SM -RA SCT035 SCT050CB OVC090 14/13 A2964 RMK AO2 SLP038 CB SE-SW MOV SW P0002 T01440133 $,M
PAFA,2020-06-21 11:53,58.00,56.00,93.04,0.00,0.00,0.07,29.64,1004.00,4.00,M,BKN,BKN,OVC,M,2400.00,3700.00,5500.00,M,-RA BR,M,M,M,M,M,M,57.90,PAFA 211153Z 00000KT 4SM -RA BR BKN024 BKN037CB OVC055 14/13 A2964 RMK AO2 SLP040 CB N-E-SE MOV SW P0007 60017 70068 T01440133 10156 20144 51002 $,M
PAFA,2020-06-21 12:53,58.00,56.00,93.04,240.00,6.00,0.14,29.64,1003.90,6.00,M,FEW,SCT,OVC,M,900.00,1700.00,3600.00,M,-RA BR,M,M,M,M,M,M,57.90,PAFA 211253Z 24006KT 6SM -RA BR FEW009 SCT017 OVC036CB 14/13 A2964 RMK AO2 SLP039 VIS LWR N-NE CB SE-SW MOV W P0014 T01440133 $,M
PAFA,2020-06-21 13:53,55.00,52.00,89.59,M,5.00,0.03,29.64,1004.20,6.00,M,FEW,BKN,OVC,M,1600.00,2100.00,3500.00,M,-RA BR,M,M,M,M,M,M,55.00,PAFA 211353Z VRB05KT 6SM -RA BR FEW016 BKN021 OVC035CB 13/11 A2964 RMK AO2 SLP042 CB SE-SW MOV W P0003 T01280111 $,M
PAFA,2020-06-21 14:53,54.00,52.00,92.92,240.00,7.00,0.22,29.66,1004.70,4.00,M,BKN,BKN,OVC,M,1600.00,3500.00,8000.00,M,RA BR,M,M,M,M,M,M,54.00,PAFA 211453Z 24007KT 200V270 4SM RA BR BKN016 BKN035CB OVC080 12/11 A2966 RMK AO2 SLP047 CB E MOV W P0022 60039 T01220111 53007 $,M
PAFA,2020-06-21 15:53,53.00,51.00,92.89,230.00,6.00,0.10,29.68,1005.40,3.00,M,BKN,BKN,OVC,M,2700.00,3500.00,9000.00,M,-RA BR,M,M,M,M,M,M,53.10,PAFA 211553Z 23006KT 3SM -RA BR BKN027 BKN035CB OVC090 12/11 A2968 RMK AO2 SLP054 CB NW MOV W P0010 T01170106 $,M
PAFA,2020-06-21 16:53,53.00,50.00,89.18,230.00,7.00,0.03,29.69,1005.60,5.00,M,SCT,OVC,M,M,1500.00,2900.00,M,M,-RA BR,M,M,M,M,M,M,53.10,PAFA 211653Z 23007KT 5SM -RA BR SCT015 OVC029 12/10 A2969 RMK AO2 SLP056 P0003 T01170100 $,M
PAFA,2020-06-21 17:53,53.00,50.00,89.18,230.00,7.00,T,29.69,1005.80,6.00,M,BKN,OVC,M,M,1500.00,2600.00,M,M,BR,M,M,M,M,M,M,53.10,PAFA 211753Z 23007KT 180V250 6SM BR BKN015 OVC026 12/10 A2969 RMK AO2 RAE41 SLP058 P0000 60052 T01170100 10144 20117 51011 $,M
PAFA,2020-06-21 18:53,53.00,50.00,89.18,230.00,5.00,0.01,29.70,1006.10,5.00,14.00,BKN,OVC,M,M,1500.00,2600.00,M,M,-RA BR,M,M,M,M,M,M,53.10,PAFA 211853Z 23005G14KT 5SM -RA BR BKN015 OVC026 12/10 A2970 RMK AO2 RAB1759 SLP061 P0001 T01170100 $,M
PAFA,2020-06-21 19:53,53.00,50.00,89.18,240.00,9.00,0.02,29.70,1006.20,6.00,M,SCT,OVC,M,M,1500.00,2400.00,M,M,-RA BR,M,M,M,M,M,M,53.10,PAFA 211953Z 24009KT 6SM -RA BR SCT015 OVC024 12/10 A2970 RMK AO2 SLP062 P0002 T01170100 $,M
PAFA,2020-06-21 20:53,54.00,51.00,89.88,240.00,8.00,0.01,29.71,1006.50,6.00,M,BKN,OVC,M,M,1300.00,2300.00,M,M,-RA BR,M,M,M,M,M,M,54.00,PAFA 212053Z 24008KT 6SM -RA BR BKN013 OVC023 12/11 A2971 RMK AO2 SLP065 P0001 60004 T01220106 51007 $,M
PAFA,2020-06-21 21:53,54.00,51.00,89.88,M,3.00,0.01,29.73,1006.90,6.00,M,BKN,OVC,M,M,1300.00,2200.00,M,M,-RA BR,M,M,M,M,M,M,54.00,PAFA 212153Z VRB03KT 6SM -RA BR BKN013 OVC022 12/11 A2973 RMK AO2 SLP069 P0001 T01220106 $,M
PAFA,2020-06-21 22:53,54.00,50.00,86.29,240.00,9.00,0.03,29.73,1007.20,4.00,17.00,BKN,OVC,M,M,1100.00,2400.00,M,M,-RA BR,M,M,M,M,M,M,54.00,PAFA 212253Z 24009G17KT 180V270 4SM -RA BR BKN011 OVC024 12/10 A2973 RMK AO2 SLP072 P0003 T01220100 $,M
